,alias,dateCreate,productID,shopID,shopName,minOrder,maxOrder,weight,weightUnit,condition,status,product_url,needPrescription,catalogID,isLeasing,isBlacklisted,isTokoNow,etalase_id,etalase_name,etalase_url,category_id,category_name,category_title,category_url,isAdult,isKyc,minAge,related_category_id,related_category_name,related_category_url,transactionSuccess,transactionReject,countSold,paymentVerified,itemSoldFmt,countView,countReview,countTalk,rating,product_name,product_price,currency,useStock,stockValue,isVariant,isCOD,soldPerViewRatio,productRevenue
0,love-bonito-celana-polina-pleated-velvet-straight-leg-trousers-navy-blue-xl-c2d7d,2023-11-27T17:43:12+07:00,12215080081,9633142,"Love, Bonito Indonesia",1,3,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-celana-polina-pleated-velvet-straight-leg-trousers-navy-blue-xl-c2d7d,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,3006,Celana Panjang Wanita,Celana Panjang Wanita,https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/celana-panjang-wanita,False,False,0,"['1758', '2993', '3006']","['Fashion Wanita', 'Bawahan Wanita', 'Celana Panjang Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/celana-panjang-wanita']",0,0,0,1,1,44,0,0,0.0,"Love, Bonito - Celana - Polina Pleated Velvet Straight Leg Trousers - Navy Blue, XL",749000,IDR,True,3,True,True,0.0,0
1,love-bonito-atasan-wanita-oriole-turtle-neck-knit-top-charcoal-xs-5fc4f,2023-11-23T23:32:04+07:00,12188632126,9633142,"Love, Bonito Indonesia",1,2,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-atasan-wanita-oriole-turtle-neck-knit-top-charcoal-xs-5fc4f,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1772,Tank Top Wanita,Tank Top Wanita,https://www.tokopedia.com/p/fashion-wanita/atasan-wanita/tank-top-wanita,False,False,0,"['1758', '1768', '1772']","['Fashion Wanita', 'Atasan Wanita', 'Tank Top Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/atasan-wanita', 'https://www.tokopedia.com/p/fashion-wanita/atasan-wanita/tank-top-wanita']",0,0,0,0,,5,0,0,0.0,"Love, Bonito - Atasan Wanita - Oriole Turtle Neck Knit Top - Charcoal, XS",599000,IDR,True,2,True,True,0.0,0
2,love-bonito-dress-wanita-reine-ribbed-knit-bodycon-midi-dress-espresso-l-56858,2023-11-22T23:10:20+07:00,12178491409,9633142,"Love, Bonito Indonesia",1,10,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-dress-wanita-reine-ribbed-knit-bodycon-midi-dress-espresso-l-56858,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1764,Midi Dress,Midi Dress,https://www.tokopedia.com/p/fashion-wanita/dress/midi-dress,False,False,0,"['1758', '1762', '1764']","['Fashion Wanita', 'Dress', 'Midi Dress']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/dress', 'https://www.tokopedia.com/p/fashion-wanita/dress/midi-dress']",0,0,0,0,,30,0,0,0.0,"Love, Bonito - Dress Wanita - Reine Ribbed Knit Bodycon Midi Dress - Espresso, L",799000,IDR,True,10,True,True,0.0,0
3,love-bonito-celana-pendek-wanita-shirlene-high-waist-shorts-s-0a799,2023-11-20T19:01:46+07:00,12157868150,9633142,"Love, Bonito Indonesia",1,11,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-celana-pendek-wanita-shirlene-high-waist-shorts-s-0a799,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,3007,Celana Pendek Wanita,Celana Pendek Wanita,https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/celana-pendek-wanita,False,False,0,"['1758', '2993', '3007']","['Fashion Wanita', 'Bawahan Wanita', 'Celana Pendek Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/celana-pendek-wanita']",0,0,0,1,1,53,0,0,0.0,"Love, Bonito - Celana Pendek Wanita - Shirlene High Waist Shorts - S",479000,IDR,True,11,True,True,0.0,0
4,love-bonito-celana-wanita-taniya-knit-flare-pants-oat-xl-f6e99,2023-11-17T00:04:10+07:00,12129640012,9633142,"Love, Bonito Indonesia",1,3,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-celana-wanita-taniya-knit-flare-pants-oat-xl-f6e99,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,3006,Celana Panjang Wanita,Celana Panjang Wanita,https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/celana-panjang-wanita,False,False,0,"['1758', '2993', '3006']","['Fashion Wanita', 'Bawahan Wanita', 'Celana Panjang Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/celana-panjang-wanita']",0,0,0,0,,197,0,0,0.0,"Love, Bonito - Celana Wanita - Taniya Knit Flare Pants - Oat, XL",699000,IDR,True,3,True,True,0.0,0
5,love-bonito-atasan-wanita-marney-loose-jacquard-sweater-cream-m-l-08fa9,2023-11-16T20:44:13+07:00,12127220885,9633142,"Love, Bonito Indonesia",1,11,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-atasan-wanita-marney-loose-jacquard-sweater-cream-m-l-08fa9,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1810,Sweater Wanita,Sweater Wanita,https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/sweater-wanita,False,False,0,"['1758', '1796', '1810']","['Fashion Wanita', 'Outerwear Wanita', 'Sweater Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/sweater-wanita']",2,0,3,2,3,117,1,0,5.0,"Love, Bonito - Atasan Wanita - Marney Loose Jacquard Sweater - Cream, M/L",749000,IDR,True,11,True,True,0.02564102564102564,2247000
6,love-bonito-jumpsuit-wanita-shira-peached-crop-jumper-m-6ecfe,2023-11-16T01:08:05+07:00,12119903652,9633142,"Love, Bonito Indonesia",1,5,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-jumpsuit-wanita-shira-peached-crop-jumper-m-6ecfe,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1766,Jumpsuit & Playsuit,Jumpsuit & Playsuit,https://www.tokopedia.com/p/fashion-wanita/dress/jumpsuit-playsuit,False,False,0,"['1758', '1762', '1766']","['Fashion Wanita', 'Dress', 'Jumpsuit & Playsuit']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/dress', 'https://www.tokopedia.com/p/fashion-wanita/dress/jumpsuit-playsuit']",0,0,0,0,,85,0,0,0.0,"Love, Bonito - Jumpsuit Wanita - Shira Peached Crop Jumper - M",649000,IDR,True,5,True,True,0.0,0
7,love-bonito-dress-wanita-yassi-off-shoulder-column-midi-dress-burgundy-l-31947,2023-11-15T18:06:31+07:00,12115344981,9633142,"Love, Bonito Indonesia",1,5,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-dress-wanita-yassi-off-shoulder-column-midi-dress-burgundy-l-31947,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1764,Midi Dress,Midi Dress,https://www.tokopedia.com/p/fashion-wanita/dress/midi-dress,False,False,0,"['1758', '1762', '1764']","['Fashion Wanita', 'Dress', 'Midi Dress']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/dress', 'https://www.tokopedia.com/p/fashion-wanita/dress/midi-dress']",0,0,0,0,,17,0,0,0.0,"Love, Bonito - Dress Wanita - Yassi Off Shoulder Column Midi Dress - Burgundy, L",849000,IDR,True,5,True,True,0.0,0
8,love-bonito-dress-wanita-gabby-collared-knit-midi-dress-l-15089,2023-11-15T16:25:15+07:00,12114100068,9633142,"Love, Bonito Indonesia",1,7,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-dress-wanita-gabby-collared-knit-midi-dress-l-15089,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1764,Midi Dress,Midi Dress,https://www.tokopedia.com/p/fashion-wanita/dress/midi-dress,False,False,0,"['1758', '1762', '1764']","['Fashion Wanita', 'Dress', 'Midi Dress']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/dress', 'https://www.tokopedia.com/p/fashion-wanita/dress/midi-dress']",0,0,0,0,,157,0,0,0.0,"Love, Bonito - Dress Wanita - Gabby Collared Knit Midi Dress - L",669000,IDR,True,7,True,True,0.0,0
9,love-bonito-atasan-wanita-aria-relaxed-turtle-neck-knit-sweater-oat-l-39a94,2023-11-09T01:07:09+07:00,12058523814,9633142,"Love, Bonito Indonesia",1,5,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-atasan-wanita-aria-relaxed-turtle-neck-knit-sweater-oat-l-39a94,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1810,Sweater Wanita,Sweater Wanita,https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/sweater-wanita,False,False,0,"['1758', '1796', '1810']","['Fashion Wanita', 'Outerwear Wanita', 'Sweater Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/sweater-wanita']",4,1,5,5,6,230,2,0,5.0,"Love, Bonito - Atasan Wanita - Aria Relaxed Turtle Neck Knit Sweater - Oat, L",749000,IDR,True,5,True,True,0.021739130434782608,3745000
10,love-bonito-atasan-wanita-alisson-relaxed-half-zip-sweater-yellow-m-1d1f0,2023-11-08T21:50:15+07:00,12056090867,9633142,"Love, Bonito Indonesia",1,3,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-atasan-wanita-alisson-relaxed-half-zip-sweater-yellow-m-1d1f0,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1810,Sweater Wanita,Sweater Wanita,https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/sweater-wanita,False,False,0,"['1758', '1796', '1810']","['Fashion Wanita', 'Outerwear Wanita', 'Sweater Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/sweater-wanita']",4,0,4,5,5,239,2,0,5.0,"Love, Bonito - Atasan Wanita - Alisson Relaxed Half Zip Sweater - Yellow, M",699000,IDR,True,3,True,True,0.016736401673640166,2796000
11,love-bonito-celana-wanita-hayley-tailored-cargo-pants-rum-xs-a2f1c,2023-11-08T18:34:17+07:00,12053637858,9633142,"Love, Bonito Indonesia",1,6,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-celana-wanita-hayley-tailored-cargo-pants-rum-xs-a2f1c,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,3006,Celana Panjang Wanita,Celana Panjang Wanita,https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/celana-panjang-wanita,False,False,0,"['1758', '2993', '3006']","['Fashion Wanita', 'Bawahan Wanita', 'Celana Panjang Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/celana-panjang-wanita']",0,0,0,0,,35,0,0,0.0,"Love, Bonito - Celana Wanita - Hayley Tailored Cargo Pants - Rum, XS",749000,IDR,True,6,True,True,0.0,0
12,love-bonito-rok-wanita-korin-elastic-knit-column-maxi-skirt-oat-m-a3191,2023-11-06T03:00:54+07:00,12029090945,9633142,"Love, Bonito Indonesia",1,4,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-rok-wanita-korin-elastic-knit-column-maxi-skirt-oat-m-a3191,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,3009,Rok Wanita,Rok Wanita,https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/rok-wanita,False,False,0,"['1758', '2993', '3009']","['Fashion Wanita', 'Bawahan Wanita', 'Rok Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/rok-wanita']",1,0,1,1,1,127,1,0,5.0,"Love, Bonito - Rok Wanita - Korin Elastic Knit Column Maxi Skirt - Oat, M",749000,IDR,True,4,True,True,0.007874015748031496,749000
13,love-bonito-dress-wanita-aivee-jersey-column-midaxi-dress-espresso-xl-1ea34,2023-11-06T02:08:46+07:00,12028875945,9633142,"Love, Bonito Indonesia",1,6,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-dress-wanita-aivee-jersey-column-midaxi-dress-espresso-xl-1ea34,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1765,Maxi Dress,Maxi Dress,https://www.tokopedia.com/p/fashion-wanita/dress/maxi-dress,False,False,0,"['1758', '1762', '1765']","['Fashion Wanita', 'Dress', 'Maxi Dress']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/dress', 'https://www.tokopedia.com/p/fashion-wanita/dress/maxi-dress']",0,0,0,0,,153,0,0,0.0,"Love, Bonito - Dress Wanita - Aivee Jersey Column Midaxi Dress - Espresso, XL",899000,IDR,True,6,True,True,0.0,0
14,love-bonito-jaket-wanita-onda-elastic-2-in-1-puffer-jacket-lilac-xs-s-25155,2023-11-05T23:23:44+07:00,12028320162,9633142,"Love, Bonito Indonesia",1,8,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-jaket-wanita-onda-elastic-2-in-1-puffer-jacket-lilac-xs-s-25155,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1814,Jacket Wanita,Jacket Wanita,https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/jaket-wanita,False,False,0,"['1758', '1796', '1814']","['Fashion Wanita', 'Outerwear Wanita', 'Jacket Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/jaket-wanita']",3,1,3,3,3,181,2,0,5.0,"Love, Bonito - Jaket Wanita - Onda Elastic 2-in-1 Puffer Jacket - Lilac, XS/S",1939000,IDR,True,8,True,True,0.016574585635359115,5817000
15,love-bonito-cardigan-wanita-ellina-crop-knit-cardigan-pink-xs-s-cf29e,2023-11-04T02:52:10+07:00,12016091360,9633142,"Love, Bonito Indonesia",1,10,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-cardigan-wanita-ellina-crop-knit-cardigan-pink-xs-s-cf29e,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1797,Cardigan Wanita,Cardigan Wanita,https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/cardigan-wanita,False,False,0,"['1758', '1796', '1797']","['Fashion Wanita', 'Outerwear Wanita', 'Cardigan Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/cardigan-wanita']",0,0,0,0,,33,0,0,0.0,"Love, Bonito - Cardigan Wanita - Ellina Crop Knit Cardigan - Pink, XS/S",649000,IDR,True,10,True,True,0.0,0
16,love-bonito-jaket-wanita-chaney-boxy-pleather-jacket-beige-l-xl-3cae5,2023-11-04T02:20:43+07:00,12015902573,9633142,"Love, Bonito Indonesia",1,3,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-jaket-wanita-chaney-boxy-pleather-jacket-beige-l-xl-3cae5,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1814,Jacket Wanita,Jacket Wanita,https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/jaket-wanita,False,False,0,"['1758', '1796', '1814']","['Fashion Wanita', 'Outerwear Wanita', 'Jacket Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/jaket-wanita']",1,0,2,1,2,88,0,0,0.0,"Love, Bonito - Jaket Wanita - Chaney Boxy Pleather Jacket - Beige, L/XL",1579000,IDR,True,3,True,True,0.022727272727272728,3158000
17,love-bonito-atasan-wanita-fleur-satin-v-neck-blouse-oat-xxs-34e99,2023-11-04T01:04:21+07:00,12015496536,9633142,"Love, Bonito Indonesia",1,9,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-atasan-wanita-fleur-satin-v-neck-blouse-oat-xxs-34e99,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1771,Blouse Wanita,Blouse Wanita,https://www.tokopedia.com/p/fashion-wanita/atasan-wanita/blouse-wanita,False,False,0,"['1758', '1768', '1771']","['Fashion Wanita', 'Atasan Wanita', 'Blouse Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/atasan-wanita', 'https://www.tokopedia.com/p/fashion-wanita/atasan-wanita/blouse-wanita']",1,0,1,1,1,72,0,0,0.0,"Love, Bonito - Atasan Wanita - Fleur Satin V-neck Blouse - Oat - XXS",549000,IDR,True,9,True,True,0.013888888888888888,549000
18,love-bonito-atasan-wanita-callie-classic-halter-top-white-xl-7b4d8,2023-11-03T18:06:03+07:00,12011939057,9633142,"Love, Bonito Indonesia",1,2,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-atasan-wanita-callie-classic-halter-top-white-xl-7b4d8,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1772,Tank Top Wanita,Tank Top Wanita,https://www.tokopedia.com/p/fashion-wanita/atasan-wanita/tank-top-wanita,False,False,0,"['1758', '1768', '1772']","['Fashion Wanita', 'Atasan Wanita', 'Tank Top Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/atasan-wanita', 'https://www.tokopedia.com/p/fashion-wanita/atasan-wanita/tank-top-wanita']",5,0,5,5,5,371,0,0,0.0,"Love, Bonito - Atasan Wanita - Callie Classic Halter Top - White, XL",429000,IDR,True,2,True,True,0.013477088948787063,2145000
19,love-bonito-atasan-wanita-orlene-collared-knit-tank-top-white-s-ed1d0,2023-11-03T17:39:18+07:00,12011560850,9633142,"Love, Bonito Indonesia",1,13,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-atasan-wanita-orlene-collared-knit-tank-top-white-s-ed1d0,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1772,Tank Top Wanita,Tank Top Wanita,https://www.tokopedia.com/p/fashion-wanita/atasan-wanita/tank-top-wanita,False,False,0,"['1758', '1768', '1772']","['Fashion Wanita', 'Atasan Wanita', 'Tank Top Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/atasan-wanita', 'https://www.tokopedia.com/p/fashion-wanita/atasan-wanita/tank-top-wanita']",1,0,1,1,1,54,1,0,5.0,"Love, Bonito - Atasan Wanita - Orlene Collared Knit Tank Top - White, S",499000,IDR,True,13,True,True,0.018518518518518517,499000
20,love-bonito-dress-wanita-letty-tweed-button-shift-dress-m-b1a99,2023-11-01T21:28:06+07:00,11994566799,9633142,"Love, Bonito Indonesia",1,6,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-dress-wanita-letty-tweed-button-shift-dress-m-b1a99,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1764,Midi Dress,Midi Dress,https://www.tokopedia.com/p/fashion-wanita/dress/midi-dress,False,False,0,"['1758', '1762', '1764']","['Fashion Wanita', 'Dress', 'Midi Dress']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/dress', 'https://www.tokopedia.com/p/fashion-wanita/dress/midi-dress']",0,0,0,0,,47,0,0,0.0,"Love, Bonito - Dress Wanita - Letty Tweed Button Shift Dress - M",719000,IDR,True,6,True,True,0.0,0
21,love-bonito-blazer-wanita-alitha-double-breasted-wool-coat-m-l-37991,2023-10-31T22:00:53+07:00,11985518127,9633142,"Love, Bonito Indonesia",1,6,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-blazer-wanita-alitha-double-breasted-wool-coat-m-l-37991,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1811,Coat Wanita,Coat Wanita,https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/coat-wanita,False,False,0,"['1758', '1796', '1811']","['Fashion Wanita', 'Outerwear Wanita', 'Coat Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/coat-wanita']",2,1,2,2,2,140,1,0,5.0,"Love, Bonito - Blazer Wanita - Alitha Double Breasted Wool Coat - M/L",2299000,IDR,True,6,True,True,0.014285714285714285,4598000
22,love-bonito-jumpsuit-abelle-elastic-cargo-open-back-jumpsuit-steel-blue-xl-674c5,2023-10-27T18:45:07+07:00,11954509562,9633142,"Love, Bonito Indonesia",1,4,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-jumpsuit-abelle-elastic-cargo-open-back-jumpsuit-steel-blue-xl-674c5,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1766,Jumpsuit & Playsuit,Jumpsuit & Playsuit,https://www.tokopedia.com/p/fashion-wanita/dress/jumpsuit-playsuit,False,False,0,"['1758', '1762', '1766']","['Fashion Wanita', 'Dress', 'Jumpsuit & Playsuit']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/dress', 'https://www.tokopedia.com/p/fashion-wanita/dress/jumpsuit-playsuit']",2,0,2,2,2,178,0,0,0.0,"Love, Bonito - Jumpsuit - Abelle Elastic Cargo Open Back Jumpsuit - Steel Blue, XL",949000,IDR,True,4,True,True,0.011235955056179775,1898000
23,love-bonito-blazer-rasha-shoulder-padded-relaxed-collared-blazer-mineral-green-l-c37a7,2023-10-26T17:37:59+07:00,11943413783,9633142,"Love, Bonito Indonesia",1,4,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-blazer-rasha-shoulder-padded-relaxed-collared-blazer-mineral-green-l-c37a7,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1813,Blazer Wanita,Blazer Wanita,https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/blazer-wanita,False,False,0,"['1758', '1796', '1813']","['Fashion Wanita', 'Outerwear Wanita', 'Blazer Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita', 'https://www.tokopedia.com/p/fashion-wanita/outerwear-wanita/blazer-wanita']",0,0,0,0,,174,0,0,0.0,"Love, Bonito - Blazer - Rasha Shoulder Padded Relaxed Collared Blazer - Mineral Green, L",999000,IDR,True,4,True,True,0.0,0
24,love-bonito-celana-gretal-tailored-pleated-straight-leg-pants-clay-s-7bd6c,2023-10-26T16:48:22+07:00,11942825040,9633142,"Love, Bonito Indonesia",1,2,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-celana-gretal-tailored-pleated-straight-leg-pants-clay-s-7bd6c,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,3006,Celana Panjang Wanita,Celana Panjang Wanita,https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/celana-panjang-wanita,False,False,0,"['1758', '2993', '3006']","['Fashion Wanita', 'Bawahan Wanita', 'Celana Panjang Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/celana-panjang-wanita']",0,0,0,0,,78,0,0,0.0,"Love, Bonito - Celana - Gretal Tailored Pleated Straight Leg Pants - Clay, S",749000,IDR,True,2,True,True,0.0,0
25,love-bonito-celana-rasha-high-waist-tailored-straight-leg-pants-white-xs-34d20,2023-10-26T02:17:02+07:00,11939003106,9633142,"Love, Bonito Indonesia",1,3,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-celana-rasha-high-waist-tailored-straight-leg-pants-white-xs-34d20,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,3006,Celana Panjang Wanita,Celana Panjang Wanita,https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/celana-panjang-wanita,False,False,0,"['1758', '2993', '3006']","['Fashion Wanita', 'Bawahan Wanita', 'Celana Panjang Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita', 'https://www.tokopedia.com/p/fashion-wanita/bawahan-wanita/celana-panjang-wanita']",1,1,1,2,2,156,1,0,5.0,"Love, Bonito - Celana - Rasha High Waist Tailored Straight Leg Pants - White, XS",749000,IDR,True,3,True,True,0.00641025641025641,749000
26,love-bonito-atasan-wanita-gitta-knit-reversible-crop-top-white-xl-f9f11,2023-10-26T01:16:43+07:00,11938676358,9633142,"Love, Bonito Indonesia",1,5,300,GRAM,NEW,ACTIVE,https://www.tokopedia.com/lovebonitoid/love-bonito-atasan-wanita-gitta-knit-reversible-crop-top-white-xl-f9f11,False,0,False,False,False,29309078,New In,https://www.tokopedia.com/lovebonitoid/etalase/new-in,1773,Crop Top Wanita,Crop Top Wanita,https://www.tokopedia.com/p/fashion-wanita/atasan-wanita/crop-top-wanita,False,False,0,"['1758', '1768', '1773']","['Fashion Wanita', 'Atasan Wanita', 'Crop Top Wanita']","['https://www.tokopedia.com/p/fashion-wanita', 'https://www.tokopedia.com/p/fashion-wanita/atasan-wanita', 'https://www.tokopedia.com/p/fashion-wanita/atasan-wanita/crop-top-wanita']",0,0,0,0,,59,0,0,0.0,"Love, Bonito - Atasan Wanita - Gitta Knit Reversible Crop Top - White, XL",549000,IDR,True,5,True,True,0.0,0
